nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04508985,"ClinicalTrials.gov processed this data on January 29, 2021",8/10/2020,,,8/17/2020,8/10/2020,8/11/2020,Actual,,,,,,,8/17/2020,8/19/2020,Actual,"September 1, 2020",Anticipated,9/1/2020,August 2020,8/31/2020,"September 1, 2021",Anticipated,9/1/2021,"January 1, 2021",Anticipated,1/1/2021,,Interventional,RAAS-COVID,,The McGill RAAS-COVID-19 Trial,Management of Renin-Angiotensin-Aldosterone System Blockade in Patients Admitted in Hospital With Confirmed Coronavirus Disease (COVID-19) Infection: The McGill RAAS-COVID-19 Randomized Controlled Trial,Not yet recruiting,,N/A,40,Anticipated,McGill University Health Centre/Research Institute of the McGill University Health Centre,,2,,,False,,,,False,False,False,,,,,,Immediate access to the data,,,Yes,Data will be de-identified and shared among all collaborators.,2/1/2021 7:06:58 AM,2/1/2021 7:06:58 AM
NCT04632043,"ClinicalTrials.gov processed this data on January 29, 2021",11/15/2020,,,11/15/2020,11/15/2020,11/17/2020,Actual,,,,,,,11/15/2020,11/17/2020,Actual,"November 18, 2020",Anticipated,11/18/2020,November 2020,11/30/2020,"May 1, 2021",Anticipated,5/1/2021,"April 1, 2021",Anticipated,4/1/2021,,Interventional,EUDOCO,,Early Versus Delayed Intubation of Patients With COVID-19,Effect of Early versUs Delayed intubatiOn on Clinical Outcomes of Patients With COVID-19 (EUDOCO): a Feasibility Randomized Controlled Trial,Not yet recruiting,,N/A,80,Anticipated,Evangelismos Hospital,,2,,,False,,,,False,False,False,,,,,,Within 3 months from publication,To anyone who is interested in writing a meta-analysis or review.,,Yes,,2/1/2021 6:50:15 AM,2/1/2021 6:50:15 AM
NCT04517006,"ClinicalTrials.gov processed this data on January 29, 2021",8/14/2020,,,1/6/2021,8/17/2020,8/18/2020,Actual,,,,,,,1/6/2021,1/7/2021,Actual,January 2021,Anticipated,1/31/2021,January 2021,1/31/2021,March 2021,Anticipated,3/31/2021,March 2021,Anticipated,3/31/2021,,Interventional,,,Prosocial Behavior Can Safeguard Mental Health and Foster Emotional Well-being During the COVID-19 Pandemic,Prosocial Behavior Can Safeguard Mental Health and Foster Emotional Well-being During the COVID-19 Pandemic: A Randomized Clinical Trial,Not yet recruiting,,N/A,1542,Anticipated,University of Toronto,,3,,,False,,,,False,False,False,,,,,,"After the publication of the paper and perpetually. The investigators plan to publish the study as a registered report, so study information will also be available as part of the report protocol.",,https://osf.io/63yg9/,Yes,"Using an OSF repository, other researchers and readers of the published study will have access to the IPD.",2/1/2021 7:05:48 AM,2/1/2021 7:05:48 AM
NCT04558450,"ClinicalTrials.gov processed this data on January 29, 2021",8/31/2020,,,9/21/2020,9/21/2020,9/22/2020,Actual,,,,,,,9/21/2020,9/22/2020,Actual,September 2020,Anticipated,9/30/2020,September 2020,9/30/2020,June 2032,Anticipated,6/30/2032,June 2022,Anticipated,6/30/2022,,Interventional,CARTESIAN,,Covid-19 Effects on Arterial Stiffness and Vascular Aging (CARTESIAN),Covid-19 Effects on ARTErial StIffness and Vascular AgiNg,Not yet recruiting,,N/A,360,Anticipated,Assistance Publique - Hôpitaux de Paris,,4,,,False,,,,False,False,False,,,,,,One year after the last publication,"Data sharing must be accepted by the sponsor and the PI based on scientific project and scientific involvement of the PI team. The founder could be involved in the decision.~Teams wishing obtain IPD must meet the sponsor and PI team to present scientifics (and commercial) purpose, IPD needed, format of data transmission, and timeframe. Technical feasibility and financial support will be discussed before mandatory contractualization.",,Yes,Individual participant data (IPD) that underlie results in publication could be shared. IPD detailed in the protocol of a planned metaanalysis could be shared,2/1/2021 7:00:15 AM,2/1/2021 7:00:15 AM
NCT04497415,"ClinicalTrials.gov processed this data on January 29, 2021",8/2/2020,,,10/21/2020,8/2/2020,8/4/2020,Actual,,,,,,,10/21/2020,10/23/2020,Actual,"October 21, 2020",Anticipated,10/21/2020,October 2020,10/31/2020,"January 30, 2021",Anticipated,1/30/2021,"November 30, 2020",Anticipated,11/30/2020,,Interventional,,,The COVID-19 and Healthcare Workers: An Active Intervention,The COVID-19 and Healthcare Workers: An Active Intervention,Recruiting,,N/A,1200,Anticipated,"Research Foundation for Mental Hygiene, Inc.",,2,,,False,,,,False,False,False,,,,,,within one year post data collection,,,Yes,"Data will be shared as needed with investigators, IRB, etc. A plan will be determined in the short future",2/1/2021 7:08:27 AM,2/1/2021 7:08:27 AM
NCT04615741,"ClinicalTrials.gov processed this data on January 29, 2021",10/29/2020,,,11/6/2020,10/29/2020,11/4/2020,Actual,,,,,,,11/6/2020,11/10/2020,Actual,"November 1, 2020",Anticipated,11/1/2020,November 2020,11/30/2020,"April 30, 2021",Anticipated,4/30/2021,"February 28, 2021",Anticipated,2/28/2021,,Interventional,,,Finding Wellness in the Pandemic,Improving Health and Wellness During COVID-19,Recruiting,,N/A,200,Anticipated,University of Lethbridge,,3,,,False,,,,False,False,False,,,,,,"After April 2021, for up to 10 years",Researchers must make a reasonable request to the PI,,Yes,De-identified data relevant to the researcher's research question may be shared upon a reasonable request,2/1/2021 6:52:21 AM,2/1/2021 6:52:21 AM
NCT04643964,"ClinicalTrials.gov processed this data on January 29, 2021",11/12/2020,,,11/20/2020,11/20/2020,11/25/2020,Actual,,,,,,,11/20/2020,11/25/2020,Actual,November 2020,Anticipated,11/30/2020,November 2020,11/30/2020,November 2020,Anticipated,11/30/2020,November 2020,Anticipated,11/30/2020,,Interventional,,,Brief Video Interventions for Depression,Building Mental Health Resilience in the COVID-19 Pandemic.,Recruiting,,N/A,501,Anticipated,Ohio State University,,5,,,False,,,,False,False,False,,,,,,IPD will be available upon reasonable request within one year of primary outcome manuscript being published.,Proposals should be directed to Daniel R. Strunk at strunk.20@osu.edu,,Yes,"Results will be posted to clinicaltrials.gov within one year after completion of the final participant's participation in the clinical trial. Following initial publication, deidentified individual participant data (IPD) that underlie results in the primary outcome data reported will be available on reasonable request for 5 years after study completion.",2/1/2021 6:48:33 AM,2/1/2021 6:48:33 AM
NCT04452812,"ClinicalTrials.gov processed this data on January 29, 2021",6/29/2020,,,7/2/2020,6/29/2020,6/30/2020,Actual,,,,,,,7/2/2020,7/7/2020,Actual,"July 6, 2020",Anticipated,7/6/2020,June 2020,6/30/2020,"April 1, 2021",Anticipated,4/1/2021,"March 1, 2021",Anticipated,3/1/2021,,Interventional,PROMETEO,,Statistical and Epidemiological Study Based on the Use of Convalescent Plasma for the Management of Patients With COVID-19,"Pilot Clinical, Statistical and Epidemiological Study on Efficacy and Safety of Convalescent Plasma for the Management of Patients With COVID-19",Not yet recruiting,,Phase 1/Phase 2,15,Anticipated,Universidad Autonoma de Coahuila,,2,,,False,,,,False,False,False,,,,,,,,,Yes,,2/1/2021 7:14:27 AM,2/1/2021 7:14:27 AM
NCT04684446,"ClinicalTrials.gov processed this data on January 29, 2021",12/23/2020,,,12/30/2020,12/23/2020,12/24/2020,Actual,,,,,,,12/30/2020,1/5/2021,Actual,"March 16, 2021",Anticipated,3/16/2021,December 2020,12/31/2020,"November 16, 2021",Anticipated,11/16/2021,"November 16, 2021",Anticipated,11/16/2021,,Interventional,,,AZD1222 Vaccine in Combination With rAd26-S (Component of Gam-COVID-Vac Vaccine) for the Prevention of COVID-19,"A Phase I/II Open-label Randomized Study in Adults to Determine the Safety and Immunogenicity of AZD1222, a Non-replicating ChAdOx1 Vector Vaccine, Given in Combination With rAd26-S, Recombinant Adenovirus Type 26 Component of Gam-COVID-Vac Vaccine, for the Prevention of COVID 19",Not yet recruiting,,Phase 1/Phase 2,100,Anticipated,AstraZeneca,,2,,,False,,,,False,False,False,,,,,,"AstraZeneca will meet or exceed data availability as per the commitments made to the EFPIA Pharma Data Sharing Principles. For details of our timelines, please rerefer to our disclosure commitment at https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure","When a request has been approved AstraZeneca will provide access to the de-identified individual patient-level data in an approved sponsored tool . Signed Data Sharing Agreement (non-negotiable contract for data accessors) must be in place before accessing requested information. Additionally, all users will need to accept the terms and conditions of the SAS MSE to gain access. For additional details, please review the Disclosure Statements at https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure",https://astrazenecagroup-dt.pharmacm.com/DT/Home,Yes,Qualified researchers can request access to anonymized individual patient-level data from AstraZeneca group of companies sponsored clinical trials via the request portal. All request will be evaluated as per the AZ disclosure commitment: https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure,2/1/2021 6:43:23 AM,2/1/2021 6:43:23 AM
NCT04673162,"ClinicalTrials.gov processed this data on January 29, 2021",12/16/2020,,,12/16/2020,12/16/2020,12/17/2020,Actual,,,,,,,12/16/2020,12/17/2020,Actual,December 2020,Anticipated,12/31/2020,December 2020,12/31/2020,June 2021,Anticipated,6/30/2021,April 2021,Anticipated,4/30/2021,,Interventional,,,Evaluation of the Efficacy of High Doses of Methylprednisolone in SARS-CoV2 ( COVID-19) Pneumonia Patients,"A Randomized, Multicentre, Double-blind Study to Evaluate the Efficacy of High-dose Administration of Methylprednisolone in Addition to Standard Treatment, in SARS-CoV2 (COVID-19) Pneumonia Patients",Not yet recruiting,,Phase 3,260,Anticipated,Azienda Unità Sanitaria Locale Reggio Emilia,,2,,,False,,,,False,False,False,,,,,,As soon as the main results have been published,publication reviewers,,Yes,all IPD that underlie results in a publication,2/1/2021 6:44:49 AM,2/1/2021 6:44:49 AM
NCT04568499,"ClinicalTrials.gov processed this data on January 29, 2021",9/24/2020,,,9/25/2020,9/25/2020,9/29/2020,Actual,,,,,,,9/25/2020,9/29/2020,Actual,October 2020,Anticipated,10/31/2020,September 2020,9/30/2020,March 2021,Anticipated,3/31/2021,March 2021,Anticipated,3/31/2021,,Observational,,,"Presenting Nutrition Characteristics, Comorbidities and Outcomes of COVID-19 in African Humanitarian Settings","Presenting Nutrition Characteristics, Comorbidities and Outcomes of COVID-19 in African Humanitarian Settings: a Prospective Cohort Study in South Sudan and DRC",Not yet recruiting,,,1000,Anticipated,Johns Hopkins Bloomberg School of Public Health,,,1,,False,,,,False,False,False,,,,,,"Upon completion of analysis and publication of the results, the data will be made publicly available.",None - data will be accessible via Humanitarian Data Exchange,https://data.humdata.org/,Yes,A limited de-identified data set will be posted on humanitarian data exchange.,2/1/2021 6:58:47 AM,2/1/2021 6:58:47 AM
NCT04706143,"ClinicalTrials.gov processed this data on January 29, 2021",1/4/2021,,,1/12/2021,1/8/2021,1/12/2021,Actual,,,,,,,1/12/2021,1/14/2021,Actual,"January 15, 2021",Anticipated,1/15/2021,January 2021,1/31/2021,"August 1, 2021",Anticipated,8/1/2021,"June 1, 2021",Anticipated,6/1/2021,,Observational,,,Immunologic Responses to Single and Double Doses of COVID-19 Vaccines in Egyptians,"T Cell, Antibody and Cytokine Responses to Single and Double Doses of COVID-19 Vaccines in Egyptians",Not yet recruiting,,,100,Anticipated,Assiut University,,,1,,False,,,,False,False,False,,,,,,,,,Yes,On request,2/1/2021 6:40:43 AM,2/1/2021 6:40:43 AM
NCT04538469,"ClinicalTrials.gov processed this data on January 29, 2021",9/1/2020,,,9/3/2020,9/3/2020,9/4/2020,Actual,,,,,,,9/3/2020,9/4/2020,Actual,September 2020,Anticipated,9/30/2020,September 2020,9/30/2020,December 2021,Anticipated,12/31/2021,December 2021,Anticipated,12/31/2021,,Observational,VINCI,,"Absent Visitors: The Wider Implications of COVID-19 on Non-COVID Cardiothoracic ICU Patients, Relatives and Staff","Absent Visitors: The Wider Implications of COVID-19 on Non-COVID Cardiothoracic ICU Patients, Relatives and Staff",Not yet recruiting,,,1000,Anticipated,University of Glasgow,,,2,,False,,,,False,False,False,,,,,,,,,Yes,Results to be published in a peer reviewed journal,2/1/2021 7:02:57 AM,2/1/2021 7:02:57 AM
NCT04672590,"ClinicalTrials.gov processed this data on January 29, 2021",12/9/2020,,,1/5/2021,12/16/2020,12/17/2020,Actual,,,,,,,1/5/2021,1/6/2021,Actual,January 2021,Anticipated,1/31/2021,January 2021,1/31/2021,December 2021,Anticipated,12/31/2021,December 2021,Anticipated,12/31/2021,,Observational,,,COVID-19 Neurological Disease: A Prospective Study,"COVID-19 Neurological Disease: A Prospective Study in Brazil, India and Malawi",Not yet recruiting,,,681,Anticipated,University of Liverpool,,,2,,False,,,,False,False,False,,,,,,,,,Yes,Limited dataset,2/1/2021 6:44:56 AM,2/1/2021 6:44:56 AM
NCT04579562,"ClinicalTrials.gov processed this data on January 29, 2021",10/6/2020,,,10/6/2020,10/6/2020,10/8/2020,Actual,,,,,,,10/6/2020,10/8/2020,Actual,"November 1, 2020",Anticipated,11/1/2020,October 2020,10/31/2020,"October 31, 2021",Anticipated,10/31/2021,"March 31, 2021",Anticipated,3/31/2021,,Observational,RECEDE,,Regional COVID Epidemiology in England (RECEDE),Regional Epidemiology of COVID-19 and Acute Kidney Injury in England,Not yet recruiting,,,5000,Anticipated,University Hospitals of Derby and Burton NHS Foundation Trust,,,3,,False,,,,False,False,False,,,,,,6 months,,,Yes,,2/1/2021 6:57:21 AM,2/1/2021 6:57:21 AM
NCT04529421,"ClinicalTrials.gov processed this data on January 29, 2021",8/25/2020,,,8/30/2020,8/26/2020,8/27/2020,Actual,,,,,,,8/30/2020,9/1/2020,Actual,September 2020,Anticipated,9/30/2020,August 2020,8/31/2020,December 2020,Anticipated,12/31/2020,December 2020,Anticipated,12/31/2020,,Observational,Campus&Corona,,Assocation Between In-person Instruction and COVID-19 Risk,Relationship Between In-person Instruction and COVID-19 Incidence Among University Students: A Prospective Cohort Study,Not yet recruiting,,,70000,Anticipated,Oslo Metropolitan University,,,12,,False,,,,False,False,False,,,,,,From spring 2021 and for at least 5 years.,,,Yes,"We plan to make the full data set publicly available, after ensuring the re-identification of individuals is not possible.",2/1/2021 7:04:12 AM,2/1/2021 7:04:12 AM
NCT04680819,"ClinicalTrials.gov processed this data on January 29, 2021",12/19/2020,,,12/22/2020,12/22/2020,12/23/2020,Actual,,,,,,,12/22/2020,12/23/2020,Actual,"December 25, 2020",Anticipated,12/25/2020,December 2020,12/31/2020,"January 25, 2021",Anticipated,1/25/2021,"January 25, 2021",Anticipated,1/25/2021,1 Month,Observational [Patient Registry],,,Evaluation of the Effect of Anatolian Propolis on Covid-19 in Healthcare Professionals,Evaluation of the Effect of Anatolian Propolis on Covid-19 in Healthcare Professionals,Not yet recruiting,,,50,Anticipated,Ataturk University,,,1,,False,,,,False,False,False,,,,,,6 months,completion of the article,,Yes,will be shared as soon as appropriate.,2/1/2021 6:43:51 AM,2/1/2021 6:43:51 AM
NCT04275388,"ClinicalTrials.gov processed this data on January 29, 2021",2/17/2020,,,5/17/2020,2/18/2020,2/19/2020,Actual,,,,,,,5/17/2020,5/20/2020,Actual,"May 15, 2020",Anticipated,5/15/2020,April 2020,4/30/2020,"December 14, 2021",Anticipated,12/14/2021,"July 14, 2020",Anticipated,7/14/2020,,Observational,,,Xiyanping Injection for the Treatment of New Coronavirus Infected Pneumonia,Retrospective Cohort to Evaluate the Effectiveness and Safety of Xiyanping Injection Combined With Conventional Treatment for New Coronavirus Infection Pneumonia (Common Type),Not yet recruiting,,,426,Anticipated,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,,,2,,False,,,,False,False,False,,,,None Retained,"~     routine blood test~   ",,,,No,,2/1/2021 7:43:10 AM,2/1/2021 7:43:10 AM
NCT04351646,"ClinicalTrials.gov processed this data on January 29, 2021",4/7/2020,,,4/14/2020,4/14/2020,4/17/2020,Actual,,,,,,,4/14/2020,4/17/2020,Actual,"April 15, 2020",Anticipated,4/15/2020,April 2020,4/30/2020,"April 15, 2022",Anticipated,4/15/2022,"April 15, 2022",Anticipated,4/15/2022,,Observational,,,Diagnostics of COVID-19/DARTS (Development and Assessment of Rapid Testing for SARS-CoV-2 Outbreak),Development and Assessment of Rapid Testing for SARS-CoV-2 Outbreak (DARTS),Not yet recruiting,,,500,Anticipated,"St George's, University of London",,,3,,False,,,,False,False,False,,,,Samples With DNA,"~     Nasopharyngeal swabs, saliva samples, blood samples~   ",,,,,,2/1/2021 7:29:43 AM,2/1/2021 7:29:43 AM
NCT04516850,"ClinicalTrials.gov processed this data on January 29, 2021",8/16/2020,,,8/16/2020,8/16/2020,8/18/2020,Actual,,,,,,,8/16/2020,8/18/2020,Actual,"September 1, 2020",Anticipated,9/1/2020,August 2020,8/31/2020,"August 31, 2021",Anticipated,8/31/2021,"August 31, 2021",Anticipated,8/31/2021,,Observational,,,HSD3B1 Gene Polymorphisms With Outcomes in SARS-CoV-2 Infected Patients,An Exploratory Analysis of the Expression of Receptors and Activating Proteases Mediating SARS-CoV-2 Entry and the Association Between HSD3B1 Gene Polymorphisms With Outcomes in SARS-CoV-2 Infected Patients,Not yet recruiting,,,500,Anticipated,Oncology Institute of Southern Switzerland,,,2,,False,,,,False,False,False,,,,Samples With DNA,"~     Sub-project 1: nasopharyngeal swabs~~     Sub-project 2: tissue samples~   ",,,,No,,2/1/2021 7:05:52 AM,2/1/2021 7:05:52 AM
NCT04444687,"ClinicalTrials.gov processed this data on January 29, 2021",6/15/2020,,,6/22/2020,6/22/2020,6/23/2020,Actual,,,,,,,6/22/2020,6/23/2020,Actual,August 2020,Anticipated,8/31/2020,June 2020,6/30/2020,February 2021,Anticipated,2/28/2021,December 2020,Anticipated,12/31/2020,,Observational,LapCoVIDSurg,,COVID 19: Is SARS-CoV-2 Contaminating Surgical Aerosols From Laparoscopy and Open Abdominal Surgery?,Is SARS-CoV-2 Contaminating Surgical Aerosols From Laparoscopy and Open Abdominal Surgery?,Not yet recruiting,,,20,Anticipated,"University Hospital, Basel, Switzerland",,,4,,False,,,,False,False,False,,,,Samples With DNA,"~     Tracheal aspirate, blood sample, fluid sample/smears from abdominal cavity, Sample from~     laparoscopic smoke filters~   ",,,,No,,2/1/2021 7:15:33 AM,2/1/2021 7:15:33 AM
