nct_id,id,intervention_type,name,description
NCT04456595,13003370,Biological,adsorbed covid-19 (inactivated) vaccine,adsorbed covid-19 (inactivated) vaccine manufactured by sinovac
NCT04456595,13003371,Biological,placebo,placebo of adsorbed covid-19 (inactivated) vaccine manufactured by sinovac
NCT04449588,13003374,Drug,bdb-001 injection,bdb-001 injection+conventional treatment
NCT04449588,13003375,Other,conventional treatment,conventional treatment only. local guidelines should be integrated to choose the best supportive care.
NCT04441047,13003387,Drug,allostim,"living, activated allogeneic th1-like memory immune cells"
NCT04393155,13003496,Other,no intervention/observational,this is observational -- there is no intervention
NCT04431453,13003419,Drug,remdesivir,administered as an intravenous infusion
NCT04419610,13003446,Biological,ty027,peptide for infusion
NCT04419610,13003447,Other,sodium chloride 0.9%,placebo comparator for infusion
NCT04405076,13003471,Biological,biological: mrna-1273,sterile liquid for injection
NCT04405076,13003472,Biological,placebo,0.9% sodium chloride (normal saline) injection
NCT04391309,13003506,Biological,anti-cd14,"4 mg/kg on day 1, 2 mg/kg on days 2-4 administered intravenously (iv)"
NCT04391309,13003507,Other,placebo,placebo administered intravenously on days 1-4
NCT04391309,13003508,Drug,remdesivir,"remdesivir administered intravenously for 5 days beginning with a 200 mg loading dose on day 1, followed by 100 mg/day on days 2-5."
NCT04389294,13003512,Diagnostic Test,sars-cov2 serum antibody testing,participants will have sars-cov2 serum antibody testing performed twice within 4 months of each other.
NCT04383730,13003518,Drug,intravenous sedation,"patients will be included retrospectively in the study by local investigators at each participating center. as this is a non-interventional study, sedation practices will be those currently used as standard practices in participating centers, including both intravenous and inhaled sedation practices"
NCT04383730,13003519,Drug,inhaled sedation,"patients will be included retrospectively in the study by local investigators at each participating center. as this is a non-interventional study, sedation practices will be those currently used as standard practices in participating centers, including both intravenous and inhaled sedation practices"
NCT04382586,13003524,Drug,zanubrutinib,320 mg (4 x 80 mg) capsules administered orally once daily.
NCT04382586,13003525,Drug,supportive care,supportive care treatment is selected and administered as deemed appropriate by the study investigator.
NCT04382586,13003526,Drug,placebo,placebo to match zanubrutinib
NCT04376944,12326135,Other,questionnaire,questionnaire on their symptoms and their exposures
NCT04376879,12326140,Other,data monitoring for 48h within the first 24 hours of admission for covid-19,"the admission variables and those constituting the predictive score (blood pressure, temperature, oxygenotherapy, biological analysis...) will be collected for 48 hours after enrolment (i.e within the first 24 hours of admission )"
NCT04376853,12326142,Device,apple watch series 5,digital monitoring via apple watch
NCT04376840,12326143,Other,blood sample and data record,blood sample and data record
NCT04376814,12326149,Drug,favipiravir,"patients will be given a stat dose of 1600mg favipiravir tablets for the first time, and for next time they will be given 600mg of favipiravir tablets three times per day for 7 days"
NCT04376814,12326150,Drug,hydroxychloroquine,"200mg of hydroxychloroquine two times per day will be given to patients for seven days in test group, and patients in control group will be given a stat dose of 400mg hydroxychloroquine tablets two times per day."
NCT04376814,12326151,Drug,lopinavir/ritonavir,patients will be given 200/50 mg of lopinavir / ritonavir two times per day for seven days.
NCT04376788,12326152,Biological,exchange blood transfusion from normal donor,iv method
NCT04376788,12326153,Biological,plasma from convalescent patients with covid-19,iv method
NCT04376788,12326154,Drug,methylene blue 5 mg/ml,iv method
NCT04376775,12326155,Other,transplant patient,"surveys will be distributed via an email sent by transplant centres or patient's associations. a link to a secure survey platform will be given. a questionnaire will completed by patients. patients, who agreed to fill the survey, will be offered the possibility to be contacted for a second survey over a 6 months period."
NCT04376684,12326170,Biological,otilimab,otilimab will be administered once via iv route.
NCT04376684,12326171,Biological,placebo,placebo will consist of sterile 0.9 percent (%) sodium chloride solution administered once via iv route.
NCT04376684,12326172,Drug,standard treatment for covid-19,all participants will receive standard of care as per institutional protocol.
NCT04376593,12326187,Drug,18f-αvβ6-bp,subjects will be injected once per imaging session (a maximum of 3 imaging sessions) with up to 10 mci (±20%) of 18f-αvβ6-bp as a rapid intravenous bolus (within 30 secs).
NCT04376515,12326195,Behavioral,no intervention/observational,online peer support community of peers trained in behavior change science
NCT04376476,12326207,Biological,blood sample,"blood samples will be taken as below: group a1 : at day 0, day 3, day 7, day 14, day 21 group a2 : at day 0, day 3, day 7, day 14, day 21 group a3 : at day 0, day 3, day 7, day 14, day 21 group e1: at day 0 group e2: at day 0, day 7, day 14 group e3: at day 0"
NCT04376476,12326208,Biological,low or upper respiratory tract sample,"low or upper respiratory tract sample will be collected in order to take virology measurements:~group a1 : at day 0, day 3, day 7, day 14, day 21 group a2 : at day 0, day 3, day 7, day 14, day 21 group a3 : at day 0, day 3, day 7, day 14, day 21 group e1: at day 0 group e2: at day 0, day 7, day 14 group e3: at day 0"
NCT04376034,12326284,Biological,convalescent plasma,"each adult recipient will receive 1 units of plasma, each unit will consist of about 200 to 250 ml.~each pediatric recipient will receive 10ml/kg up to 1 unit of plasma."
NCT04376476,12326209,Biological,stool collection or fecal swab,"the stool collection or fecal swab will be collected in order to take virology measurements:~group a1 : at day 0, day 3, day 7, day 14, day 21 group a2 : at day 0, day 3, day 7, day 14, day 21 group a3 : at day 0, day 3, day 7, day 14, day 21 group e1: / group e2: at day 0, day 7, day 14 group e3: at day 0"
NCT04376476,12326210,Genetic,blood sample for whole genome sequencing,the blood sample for whole genome sequencing will be performed at day 0 for group a1 and a2.
NCT04376476,12326211,Other,phone call,phone calls will be performed to collect data regarding patients' symptoms at: group a1 : day 10 group a2 : day 10 group a3 : day 10 group e1: day 14 group e3: day 14
NCT04376034,12326285,Biological,convalescent plasma,"those that meet severe or critical criteria will be given 2 units if available or 1 unit if 2 units are not available.~those that are given 1 unit may receive the second unit (or the remainder of the maximum pediatric weight calculated amount of plasma up to 1 additional unit) if they progress to severe or critical condition or if already in severe or critical condition but only received 1 unit secondary to shortages.~each pediatric recipient will receive 10ml/kg up to 2 units of plasma."
NCT04376034,12326286,Other,standard treatment for covid-19,"those that meet mild severity will be allowed to enroll in the study, but will not receive plasma unless there is progression of illness into the moderate/rapid progression or greater category."
NCT04375774,12326331,Device,ffp,face fit test of the ffp2 with the portacount® pro+ 8038 from tsi
NCT04375774,12326332,Device,face mask,face fit test of a conventional respirator facial mask with the portacount® pro+ 8038 from tsi
NCT04375774,12326333,Device,mfs,face fit test of a mfs with the portacount® pro+ 8038 from tsi
NCT04375748,12326336,Diagnostic Test,performing routine care (clinical and paraclinical tests),"ecg, standard biology and cardiology tests, and routine transthoracic echocardiography (tte), mri"
NCT04375748,12326337,Diagnostic Test,examinations for the research:,"systematic research by polymerase chain reaction (pcr) for covid-19 in the blood and in an oro-pharyngeal swab, in addition to the usual immunologic, bacteriological, viral and parasitic tests carried out as part of the routine care of all patients with suspected myocarditis.~a 30-days phone call follow-up (vital status) and a systematic 1-year follow-up will be realized (clinic, biology, ecg, tte, +/- mri)"
NCT04375735,12326339,Drug,bovine lipid extract surfactant,"bles will be administered in doses of 50mg/kg ideal bodyweight, at a concentration of 27mg/ml so a total volume of approximately 2ml/kg will be administered. the material will be instilled via the suction catheter through the et tube so that the ventilation circuit is not broken. half of the material will be instilled with the patient positioned on their left and right sides, with a pause to allow 5 min of mv between. the procedure will be repeated at, 24 and 48 hours while intubated, so the patient will receive up to 3 doses. to minimize aerosol generation, all patients will be paralyzed during surfactant administration and the ventilator will be paused. the proposed administration technique, surfactant concentration, volume and dosing schedule is based on previous studies, and has shown to be safe in patients with ards."
NCT04375709,12326343,Other,physical exercises,the intervention consists out of combined aerobic and strength exercise supervised and guided by specialized physical therapists; additional methods like functional electrical stimulation or oxygen supplementation are added during the main training if indicated.
