nct_id,id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
NCT04362176,6977637,Randomized,Parallel Assignment,,Treatment,,Triple,,"Eligible participants will be randomized 1:1 to convalescent plasma versus lactated Ringer's solution with multivitamins. Randomization will be completed in permuted blocks and stratified by site, gender, and age. Participants, treating clinicians and outcomes assessors will all be blinded to study group assignment. Study personnel will not be blinded to the study group assignment.",True,True,False,True
NCT04584684,6960138,Randomized,Parallel Assignment,,Treatment,,Triple,,"Randomized, placebo-controlled, double-blind prospective trial to test the efficacy and acceptability of 5 therapeutic, antiseptic mouth rinses to inactivate SARS-CoV-2 virus in saliva of COVID-19 positive patients.",True,True,False,True
NCT04610567,6958149,Randomized,Parallel Assignment,,Treatment,,Triple,,"This will be a randomized, double-blind, placebo-controlled, multi-center study.",True,True,False,True
NCT04428021,6972172,Randomized,Parallel Assignment,,Treatment,,Triple,Only the two experimental arms are masked. COVID-19 convalescent plasma (CP) and standard plasma (SP) will be masked and delivered to the wards in identical bags; a tag printed as PLASMA TRIAL will cover the actual name of the product,"Three arms randomized trial, partially blinded",True,True,False,True
NCT04339816,6979680,Randomized,Parallel Assignment,,Treatment,,Triple,Visually unrecognisable IP or placebo will be prepared by dedicated unblinded study pharmacist and handed over to care provider immediately before administration,"Prospective, multi-centre, randomised, pragmatic, double blind trial",True,True,False,True
NCT04573764,6960978,Randomized,Crossover Assignment,,Treatment,,Triple,,Randomized placebo-controlled double-blinded crossed-over acute intervention study.,True,True,True,False
NCT04480333,6968154,Randomized,Crossover Assignment,,Treatment,,Triple,,"The dose escalation given to healthy volunteers across the following cohorts:~NA-831 cohorts:~0.1 mg/kg NA-831, number of subjects N=2 and 2 subjects on placebos 0.2 mg/kg NA-831, number of subjects N=4 and 2 subjects on placebos 0.5 mg/kg NA-831, number of subjects N=4 and 2 subjects on placebos~GS-5734 cohorts:~mg/kg GS-5734, number of subjects N=2 and 2 subjects on placebos~mg/kg GS-5734, number of subjects N=4 and 2 subjects on placebos~4 mg/kg GS-5734, number of subjects N=4 and 2 subjects on placebos~NA-831 plus GS-5734 cohorts:~0.1 mg/kg NA-831 plus 1 mg/kg GS-5734, number of subjects N=2 and 2 subjects on placebos 0.2 mg/kg NA-831 plus 2 mg/kg GS-5734, number of subjects N=4 and 2 subjects on placebos 0.5 mg/kg NA-831 plus 4 mg/kg GS-5734, number of subjects N=4 and 2 subjects on placebos.",True,True,True,False
NCT04435795,6971575,Randomized,Factorial Assignment,,Treatment,,Triple,,,True,True,True,False
NCT04499677,6966667,Randomized,Factorial Assignment,,Treatment,,Triple,Double-blind,"Randomised, double-blind, 2x2 factorial placebo-controlled",True,True,True,False
NCT04365985,6977298,Randomized,Factorial Assignment,,Treatment,,Triple,No other parties blinded,"Prospective, single center, randomized, double blinded study of naltrexone with an open label extension using ketamine as a rescue drug for patients who progress in their disease",True,True,True,False
NCT04532294,6964161,Randomized,Parallel Assignment,,Basic Science,,Triple,,,True,True,True,False
NCT04399252,6974382,Randomized,Parallel Assignment,,Basic Science,,Triple,,,True,True,True,False
NCT04523246,6964855,Randomized,Parallel Assignment,,Basic Science,,Triple,"Blinding is done to ensure staff and residents do not modify reports or reporting of COVID symptoms and to minimize other behaviors (such as sleeping, eating habits, physical activity) that may affect their innate immune system. It will also serve to minimize any bias in the processing/analysis of samples and the interpretation of the study results.~During the conduct of the study, only three people (the statistician and 2 research nurses who will reconstitute, draw up, and administer the injections) will have knowledge of the group assignments. Participants, the staff at the nursing home, the staff collecting the COVID symptom data, and study investigators are blinded to the subject assignments.","Two hundred nursing home residents, both men and women, aged >65 years, who have not acquired COVID-19 (verified through a screening questionnaire and by both viral antigen and antibody testing at the screen and least one week before the first injection) will get two intramuscular injections containing either the Shingrix vaccine, and the other half, two injections containing a normal saline (comparison) approximately two months apart. Blood samples are collected before the baseline injection (day zero), 1 day after the second injection (61 days post) and 1 month following the second injection (90 days). Weekly symptom checks and monthly antibody testing around day 180- will identify residents with COVID-19 and the severity of COVID-19 symptoms.",True,True,True,False
NCT04577235,6960711,Randomized,Parallel Assignment,,Diagnostic,,Triple,,,True,True,True,False
NCT04718467,6949856,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04707703,6950684,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04683484,6952546,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04673149,6953341,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04640402,6955858,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04636333,6956170,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04632537,6956461,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04625972,6956966,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04526821,6964582,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04463433,6969450,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04408183,6973696,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04336748,6979951,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,True,True,False
NCT04560881,6961967,Randomized,Parallel Assignment,,Prevention,,Triple,,"Clinical trial conducted in randomized, double-blinded, placebo-controlled design.",True,True,True,False
NCT04381988,6975818,Randomized,Parallel Assignment,,Prevention,,Triple,,"This is a randomized (1:1), double-blind, placebo-controlled phase II clinical trial.",True,True,True,False
NCT04341441,6979533,Randomized,Parallel Assignment,,Prevention,,Triple,"Blinded randomization will be performed by the Henry Ford Hospital Public Health Sciences investigators once the participants are determined to be eligible for enrollment. Randomization will be stratified by study site and risk of exposure based on location of work and type of work.~Once enrolled, each Participant will be assigned a unique identifier (detailed in the full protocol). This number, along with the assigned site number, will constitute the Subject Identifier (Subject ID).","This is a prospective, multi-site study designed to evaluate whether the use of hydroxychloroquine in healthcare workers (HCW) and first responders (FR) in southeast (SE) Michigan, can prevent the acquisition, symptoms and clinical COVID-19 infection.~The study will randomize a total of 3,000 Healthcare Workers and First Responders, age ≥18 years or older, through the Henry Ford Health System, Detroit COVID Consortium. The participants who meeting study entry criteria and are not on HCQ prior to study enrollment will be randomized in a 1:1:1 blinded comparison of daily or weekly oral hydroxychloroquine versus oral placebo for 8 weeks.~A fourth non-randomized comparator group will be enrolled in the study comprising of HCW who are chronically on HCQ as part of their standard of care for their autoimmune disease(s). This will be an open enrollment group and will provide information of chronic weight-based daily therapy of HCQ effectiveness as a prophylactic/preventive strategy.",True,True,True,False
